"state1","place1","mi_to_place","state2","place2"
"01","01180",7.46668359138144,"01","01852"
"01","01180",7.52112291507482,"01","38272"
"01","01180",7.85941626797204,"01","81084"
"01","01180",8.75063191175123,"01","56472"
"01","01180",10.2946384839575,"01","35152"
"01","01180",10.9859168978914,"01","82104"
"01","01180",11.5883391793299,"01","57576"
"01","01180",11.7691475452176,"01","71832"
"01","01180",11.953263053301,"01","14728"
"01","01180",12.4397240228157,"01","29992"
"01","01180",12.7816921719483,"01","53232"
"01","01180",14.7726271850658,"01","43120"
"01","01180",14.9733827431507,"01","63216"
"01","01180",15.5415973811118,"01","35392"
"01","01180",16.2992004615619,"01","63288"
"01","01180",16.8449444003486,"01","52848"
"01","01180",18.3132564882966,"01","03820"
"01","01180",18.6014178781452,"01","28696"
"01","01180",18.6549054098531,"01","76208"
"01","01180",18.7964624579671,"01","59640"
"01","01180",19.6019393299664,"01","33976"
"01","01180",20.6159540980418,"01","03028"
"01","01180",20.7633434714466,"01","35536"
"01","01180",21.3130201195013,"01","64920"
"01","01180",21.5766629065925,"01","16080"
"01","01180",21.6723828377758,"01","72888"
"01","01180",23.0388461570642,"01","02908"
"01","01180",23.3224795027839,"01","63984"
"01","01180",23.4792876611515,"01","72408"
"01","01180",23.880925549628,"01","64656"
"01","01180",24.2636602219171,"01","38032"
"01","01180",24.7286695052395,"01","44160"
"01","01228",1.92911317166849,"01","45640"
"01","01228",8.52611094514569,"01","48052"
"01","01228",10.2458960063541,"01","12304"
"01","01228",10.790693494139,"01","59592"
"01","01228",13.5979586621344,"01","57912"
"01","01228",17.1462868540121,"01","77616"
"01","01228",19.4060184900235,"01","64104"
"01","01228",19.8469108032656,"01","45316"
"01","01228",19.8765504782839,"01","29392"
"01","01228",20.1673041859552,"01","30736"
"01","01228",20.3245532837834,"01","24472"
"01","01228",21.3368314814945,"01","28768"
"01","01228",22.9884684410677,"28","44240"
"01","01228",24.3542380411399,"01","24664"
"01","01396",3.07735624475374,"01","57000"
"01","01396",5.49522603887519,"01","34480"
"01","01396",5.95127667817481,"01","66408"
"01","01396",6.92668463355496,"01","15472"
"01","01396",7.79338289996443,"01","53448"
"01","01396",7.80728604713228,"01","43888"
"01","01396",11.3639471468094,"01","72600"
"01","01396",12.2396978743555,"01","07456"
"01","01396",13.1296594097317,"01","17968"
"01","01396",13.5864658305187,"01","74160"
"01","01396",13.7793288379741,"01","33640"
"01","01396",14.5572648313589,"01","76680"
"01","01396",14.8668516227282,"01","02908"
"01","01396",14.9705812777395,"01","02320"
"01","01396",15.1017465270122,"01","01660"
"01","01396",15.2448488961707,"01","56400"
"01","01396",15.4103678156281,"01","29032"
"01","01396",15.4319722165574,"01","15256"
"01","01396",16.3540997703382,"01","71280"
"01","01396",16.5452016450338,"01","46696"
"01","01396",16.6467132148813,"01","60648"
"01","01396",17.0193906220141,"01","79728"
"01","01396",17.6195178005125,"01","28816"
"01","01396",17.66639942957,"01","71201"
"01","01396",17.8649032574171,"01","32968"
"01","01396",18.3133474452467,"01","79944"
"01","01396",18.5163405716519,"01","39856"
"01","01396",18.7226150749588,"01","72888"
"01","01396",18.7523397350447,"01","35560"
"01","01396",18.8029003993774,"01","76944"
"01","01396",19.3867786754062,"01","31348"
"01","01396",19.9361671975344,"01","51456"
"01","01396",20.6304576227216,"01","13264"
"01","01396",21.0310049599554,"01","09457"
"01","01396",21.0576468178061,"01","51096"
"01","01396",21.1132076056131,"01","21328"
"01","01396",22.2372751551972,"01","16684"
"01","01396",22.7195100804326,"01","54582"
"01","01396",22.9574301052623,"01","38032"
"01","01396",23.0591127943646,"01","20955"
"01","01396",23.2227451032714,"01","29056"
"01","01396",23.2310232663762,"01","23224"
"01","01396",23.2858425639339,"01","03028"
"01","01396",24.3090818363335,"01","63216"
"01","01396",24.3917970353056,"01","30496"
"01","01396",24.8054426979373,"01","63288"
"01","01396",24.9758009569107,"01","03676"
"01","01660",2.04844486976419,"01","79728"
"01","01660",5.05446805052153,"01","28816"
"01","01660",6.09034646568652,"01","09457"
"01","01660",7.35045165368848,"01","71280"
"01","01660",7.89635170682195,"01","54582"
"01","01660",8.21847679950824,"01","74160"
"01","01660",8.43963613349876,"01","23224"
"01","01660",9.00557226186598,"01","21328"
"01","01660",9.07579310326166,"01","38032"
"01","01660",9.38383332188701,"01","72888"
"01","01660",11.1912493794146,"01","03028"
"01","01660",11.6008693156933,"01","66408"
"01","01660",11.6201892721112,"01","12070"
"01","01660",11.6742483538483,"01","64656"
"01","01660",12.3197210723869,"01","34480"
"01","01660",12.3662741198262,"01","57000"
"01","01660",14.0013742910234,"01","07912"
"01","01660",14.0930577371551,"01","68280"
"01","01660",14.1647253544755,"01","02908"
"01","01660",14.8048993457061,"01","63288"
"01","01660",14.9905297070616,"01","15472"
"01","01660",15.1017465270122,"01","01396"
"01","01660",15.7459921378359,"01","63984"
"01","01660",16.1119177995706,"01","07456"
"01","01660",16.3969606503908,"01","00988"
"01","01660",16.7342632389952,"01","28696"
"01","01660",16.7444697033715,"01","82176"
"01","01660",18.4998220925121,"01","53448"
"01","01660",19.4116924414049,"01","71832"
"01","01660",19.619253108544,"01","35560"
"01","01660",20.1778075849063,"01","44160"
"01","01660",21.7827219595228,"01","76208"
"01","01660",22.3340269346027,"01","63216"
"01","01660",22.3646603641067,"01","29992"
"01","01660",22.5562918173118,"01","43888"
"01","01660",22.7594212999094,"01","39088"
"01","01660",22.8990957220982,"01","72600"
"01","01660",22.9783782063879,"01","32416"
"01","01660",22.9980437814043,"01","02116"
"01","01660",23.1282046435311,"01","03676"
"01","01660",23.4226021942126,"01","56472"
"01","01660",24.3328405100803,"01","56400"
"01","01660",24.442021004535,"01","18856"
"01","01660",24.8396597139791,"01","16080"
"01","01708",2.50282674954028,"01","33904"
"01","01708",4.644249757657,"01","42808"
"01","01708",4.73112571182228,"01","68016"
"01","01708",4.92448438715157,"01","64776"
"01","01708",5.7877393578826,"01","12160"
"01","01708",7.00374395352077,"01","28936"
"01","01708",9.37619927321562,"01","03556"
"01","01708",10.1179321005563,"01","63768"
"01","01708",10.286516005619,"01","36088"
"01","01708",13.1380557502867,"01","57120"
"01","01708",13.2705788911888,"01","57024"
"01","01708",14.6439116366756,"01","21448"
"01","01708",19.2176705325331,"01","40096"
"01","01708",21.8295347794512,"01","43816"
"01","01708",21.9515518062312,"01","45496"
"01","01708",21.9615153440458,"01","26848"
"01","01708",22.9067791303652,"01","09016"
"01","01708",24.1332298469788,"12","39650"
"01","01708",24.795542675165,"01","23296"
"01","01756",6.07688058763461,"01","66216"
"01","01756",6.34576433621112,"01","42640"
"01","01756",8.16691579140553,"01","42352"
"01","01756",10.430704012916,"47","49360"
"01","01756",14.7632303688768,"47","43700"
"01","01756",15.0515388571718,"01","39784"
"01","01756",15.1944209023106,"47","66160"
"01","01756",16.3605812179695,"01","55044"
"01","01756",16.7998597419602,"01","23488"
"01","01756",17.2443582491407,"01","18040"
"01","01756",18.5056132861484,"01","76584"
"01","01756",19.1064712139107,"47","37360"
"01","01756",19.6360121874911,"01","34816"
"01","01756",20.077599612343,"01","67536"
"01","01756",20.7152095252313,"01","02956"
"01","01756",20.8306938593859,"01","42160"
"01","01756",22.9798040011622,"01","26896"
"01","01756",23.2978831904875,"47","41340"
"01","01756",23.4729260605351,"47","61040"
"01","01756",23.5946128739669,"47","23660"
"01","01756",23.6350738204532,"01","53016"
"01","01756",24.1764250403687,"01","77580"
"01","01756",24.5133826834913,"01","76872"
"01","01756",24.7560800834938,"47","01640"
"01","01852",3.59549551622757,"01","67608"
"01","01852",4.06746535981091,"01","81084"
"01","01852",4.28462905798003,"01","35152"
"01","01852",6.16019513150724,"01","80352"
"01","01852",6.23005822658869,"01","14728"
"01","01852",6.28260702141879,"01","57576"
"01","01852",7.46668359138144,"01","01180"
"01","01852",9.20462297626687,"01","82104"
"01","01852",9.65927651157879,"01","38272"
"01","01852",12.8819268536332,"01","52848"
"01","01852",13.3843112925872,"01","35536"
"01","01852",14.0089774991455,"01","33976"
"01","01852",14.4671397051982,"01","53232"
"01","01852",14.8902930900419,"01","56472"
"01","01852",15.3525234756687,"01","43120"
"01","01852",17.8721723592612,"01","20272"
"01","01852",19.1593069427897,"01","71832"
"01","01852",19.5469920584882,"01","63216"
"01","01852",19.6935405021055,"01","29992"
"01","01852",20.7498593868565,"01","59640"
"01","01852",22.0527311190988,"01","35392"
"01","01852",22.1654557887653,"01","28432"
"01","01852",22.9710450669892,"01","64920"
"01","01852",23.5669322842487,"01","74592"
"01","01852",23.6110213649215,"01","63288"
"01","01852",23.8119097753494,"01","79488"
"01","01852",24.0730060330258,"01","03820"
"01","02116",3.52691099246496,"01","39088"
"01","02116",5.941660299114,"01","77784"
"01","02116",7.8137390325232,"01","03676"
"01","02116",12.0677415181567,"01","25384"
"01","02116",12.9331882432755,"01","35560"
"01","02116",14.4202786247972,"01","32416"
"01","02116",15.0440318469929,"01","21328"
"01","02116",15.0475102453773,"01","24688"
"01","02116",15.2055559565451,"01","54168"
"01","02116",15.8738756795826,"01","71280"
"01","02116",16.8879894939317,"01","74160"
"01","02116",17.1981322272478,"01","00988"
"01","02116",17.8193469921021,"01","57504"
"01","02116",18.2213171285506,"01","07456"
"01","02116",18.8635448416265,"01","31096"
"01","02116",19.204351995094,"01","22504"
"01","02116",19.3008576402124,"01","71496"
"01","02116",20.6734580745935,"01","54582"
"01","02116",21.2996091750285,"01","09457"
"01","02116",21.7209595311464,"01","07912"
"01","02116",21.863137951389,"01","71900"
"01","02116",22.0431533168926,"01","18976"
"01","02116",22.0478400647792,"01","79728"
"01","02116",22.755360557422,"01","76824"
"01","02116",22.9980437814043,"01","01660"
"01","02116",23.1014665133754,"01","15472"
"01","02116",23.3240201073532,"01","66408"
"01","02116",23.5392577755341,"01","25648"
"01","02116",23.782926888319,"01","32968"
"01","02116",24.0722604218237,"01","83664"
"01","02116",24.3756272936944,"01","68280"
"01","02116",24.7359342408657,"01","57696"
"01","02260",1.6925196845136,"47","01640"
"01","02260",6.42778362299435,"47","23660"
"01","02260",9.306378684786,"01","23488"
"01","02260",9.99917710455766,"01","33472"
"01","02260",15.200028925119,"47","56800"
"01","02260",15.4505013277995,"01","33808"
"01","02260",16.0101226888982,"01","02956"
"01","02260",16.0783936688004,"01","48112"
"01","02260",18.3882328025639,"47","61040"
"01","02260",18.5011781236306,"01","42352"
"01","02260",18.9713570069555,"47","25920"
"01","02260",19.5250035068354,"01","45784"
"01","02260",19.6483957142363,"47","49360"
"01","02260",19.8265554781731,"01","51216"
"01","02260",21.6212591966473,"01","37000"
"01","02260",22.7902683101243,"01","63912"
"01","02260",23.7567325397609,"01","54312"
"01","02260",23.8579678582603,"47","26580"
"01","02320",2.49816206021125,"01","46696"
"01","02320",3.82379466822648,"01","72600"
"01","02320",4.76531911880671,"01","56400"
"01","02320",5.52944632812742,"01","76944"
"01","02320",5.89468294253083,"01","15256"
"01","02320",6.09743714182361,"01","51096"
"01","02320",8.38462900838983,"01","31348"
"01","02320",9.4822297946886,"01","60648"
"01","02320",10.8052782664965,"01","13264"
"01","02320",10.8507541824473,"01","41968"
"01","02320",12.6847000381958,"01","21890"
"01","02320",13.77920188787,"01","37864"
"01","02320",14.5164208279645,"01","34480"
"01","02320",14.9705812777395,"01","01396"
"01","02320",15.1854868503836,"01","43888"
"01","02320",15.2291275268161,"01","17968"
"01","02320",16.107043880205,"01","78312"
"01","02320",16.3256970334434,"01","58896"
"01","02320",16.3993919751194,"01","74976"
"01","02320",16.4476832547089,"01","76680"
"01","02320",16.7544471442385,"01","02908"
"01","02320",17.3885430118097,"01","73056"
"01","02320",17.5302099308271,"01","29056"
"01","02320",17.607799609462,"01","51456"
"01","02320",17.6838699998119,"01","57000"
"01","02320",17.7500780139111,"01","39856"
"01","02320",17.7735226432549,"01","28552"
"01","02320",18.069640807573,"01","64920"
"01","02320",18.9873924524424,"01","69978"
"01","02320",19.0798781454517,"01","51696"
"01","02320",19.7562266194419,"01","79944"
"01","02320",20.0907521253947,"01","33640"
"01","02320",20.1130307253475,"01","09500"
"01","02320",20.3312567648797,"01","07000"
"01","02320",20.7631503997725,"01","78552"
"01","02320",20.842213750684,"01","66408"
"01","02320",21.0104751343928,"01","53448"
"01","02320",21.1301579921539,"01","52344"
"01","02320",21.3905989582718,"01","63216"
"01","02320",21.594492840781,"01","15472"
"01","02320",21.7312287560502,"01","79008"
"01","02320",21.8773354581486,"01","34490"
"01","02320",21.9482815162025,"01","81504"
"01","02320",22.3802258744841,"01","71201"
"01","02320",22.8786324755496,"01","09736"
"01","02320",23.4355380009485,"01","47740"
"01","02320",23.7359476550734,"01","35800"
"01","02320",24.091054842965,"01","27088"
"01","02320",24.6335623664293,"01","12040"
"01","02320",24.9494928943096,"01","72888"
"01","02428",9.72385137303,"01","15640"
"01","02428",10.3128580542332,"01","10240"
"01","02428",10.8642330843089,"01","57648"
"01","02428",13.1371036371392,"01","07672"
"01","02428",15.5917345596143,"01","44344"
"01","02428",16.5613659591702,"01","03940"
"01","02428",17.6332324415371,"01","27640"
"01","02428",19.1895924001893,"01","54480"
"01","02428",20.1506103818398,"01","24184"
"01","02428",20.2202635401166,"01","53856"
"01","02428",20.3508060496693,"01","42472"
"01","02428",20.4557101200697,"01","76920"
"01","02428",21.1686820386159,"01","19360"
"01","02428",21.8860855764553,"01","59832"
"01","02428",23.3975947371141,"01","48400"
"01","02428",24.6364723253299,"01","15376"
"01","02428",24.7707427702437,"01","53256"
"01","02428",24.8102579880387,"01","23296"
"01","02428",24.9370433378062,"01","15304"
"01","02500",9.04427005191258,"01","00484"
"01","02500",11.6592015388515,"01","21280"
"01","02500",15.5788892617317,"01","38416"
"01","02500",16.6060435589158,"01","53400"
"01","02500",18.4093458741784,"01","81528"
"01","02500",18.8945768453723,"01","44800"
"01","02500",19.2265783942737,"01","70704"
"01","02500",19.3882707364464,"01","20955"
"01","02500",20.392710058877,"01","30496"
"01","02500",20.4395072398711,"01","16684"
"01","02500",21.3991198932913,"01","12016"
"01","02500",21.7936127499594,"01","17368"
"01","02500",21.8875404998913,"01","53376"
"01","02500",22.7413007904166,"01","39280"
"01","02500",22.7878080670223,"01","18976"
"01","02500",23.0016865168279,"01","71900"
"01","02500",24.0249137058899,"01","58272"
"01","02500",24.642952779178,"01","73848"
"01","02836",2.56759490215935,"01","03364"
"01","02836",4.58103282458953,"01","18088"
"01","02836",5.90159663847248,"01","80376"
"01","02836",8.91680289290089,"01","30760"
"01","02836",9.4557597413776,"01","40072"
"01","02836",9.81166405594532,"01","17824"
"01","02836",10.6211752880198,"01","21184"
"01","02836",10.6427809224603,"01","16744"
"01","02836",12.0468343980779,"13","14472"
"01","02836",12.7458555362542,"01","64152"
"01","02836",13.7241210928824,"01","33856"
"01","02836",14.0752460619532,"01","45904"
"01","02836",14.2074944474092,"01","75096"
"01","02836",14.9185318195689,"01","32056"
"01","02836",15.7160710363871,"01","53256"
"01","02836",16.2676329112935,"12","42650"
"01","02836",16.3977653225065,"13","41792"
"01","02836",16.5712280701689,"01","32656"
"01","02836",17.1942981905534,"01","46264"
"01","02836",17.3067250756385,"01","54600"
"01","02836",17.667136464535,"01","48400"
"01","02836",18.9386269930912,"12","09900"
"01","02836",19.1028507628997,"12","03725"
"01","02836",19.9973833919923,"01","59832"
"01","02836",22.0055287304273,"01","71040"
"01","02836",22.0372281961944,"12","27600"
"01","02836",22.5750555845438,"12","27000"
"01","02836",22.717491114255,"13","08536"
"01","02836",23.2494905033893,"12","35200"
"01","02836",23.4192643249734,"01","54480"
"01","02836",23.4349970300378,"13","23368"
"01","02860",5.56049107815367,"01","43264"
"01","02860",7.76079430696219,"01","48784"
"01","02860",13.1839152764969,"01","30448"
"01","02860",14.4309621262883,"01","79488"
"01","02860",14.8973573247872,"01","20272"
"01","02860",16.0601680080152,"01","32584"
"01","02860",16.9786875477882,"01","54432"
"01","02860",18.3684032965218,"01","79344"
"01","02860",18.6996843706511,"01","19816"
"01","02860",18.8764833696317,"01","74592"
"01","02860",19.173873701222,"01","52848"
"01","02860",19.2112574125546,"01","30640"
"01","02860",19.8053300422384,"01","35512"
"01","02860",20.2254010796999,"01","80496"
"01","02860",20.8594472391803,"01","35536"
"01","02860",21.5920275681358,"01","00100"
"01","02860",21.8550373847047,"01","52320"
"01","02860",22.4103085180224,"01","51468"
"01","02860",22.7453306999558,"01","57576"
"01","02860",23.2072631693198,"01","39472"
"01","02860",24.1179484110986,"01","35152"
"01","02860",24.4199595062022,"01","01132"
"01","02908",8.58310956818035,"01","72888"
"01","02908",9.42438550802714,"01","34480"
"01","02908",9.78461755160088,"01","63216"
"01","02908",11.6566437109374,"01","28816"
"01","02908",12.5117877254734,"01","63288"
"01","02908",12.7786519652083,"01","56400"
"01","02908",13.492847401366,"01","03028"
"01","02908",13.9783647050007,"01","72600"
"01","02908",14.1647253544755,"01","01660"
"01","02908",14.2911336320864,"01","56472"
"01","02908",14.6956411941366,"01","57000"
"01","02908",14.8668516227282,"01","01396"
"01","02908",15.03487173343,"01","71832"
"01","02908",15.6164793931898,"01","38032"
"01","02908",15.6692480941108,"01","64920"
"01","02908",15.8083452881621,"01","79728"
"01","02908",16.068389557877,"01","46696"
"01","02908",16.7544471442385,"01","02320"
"01","02908",16.9988876095768,"01","66408"
"01","02908",17.65745805841,"01","23224"
"01","02908",18.0636719895435,"01","64656"
"01","02908",18.7626408245885,"01","43120"
"01","02908",18.947455552725,"01","28696"
"01","02908",18.9480438529335,"01","09457"
"01","02908",19.0275722438308,"01","58896"
"01","02908",19.9924785342318,"01","74160"
"01","02908",20.1831958207054,"01","15472"
"01","02908",20.5318558051372,"01","51096"
"01","02908",20.6221360608991,"01","29992"
